,text,airline_sentiment
3195,help 689 chicago get gate freezing runway seems like crappy thing 9pm,negative
3196,let go join first trip back nyc … tourist,neutral
3197,thanks kp whats going w4840 tonight bad update online phone cant u give customer good info waste time,negative
3198,got lost kindle mail thanks,positive
3199,z code airfare refundable,neutral
3200,didnt notice 38a start boarding assumed 8e time boarding started gas cleared standby full flt,neutral
3201,4840 knew flight delayed mht alb ewr get crew arrival late flightr departure update site,negative
3202,4840 wtf cant update time timely manner youve known fight delayed ur service awful,negative
3203,want book multicity fare mile 1of 2 flight option pay 1st flight mile 2nd ump visa thanks,neutral
3204,waiting plane long missed connecting flight left early thats last flight tonight help,negative
3205,ord gate c25 flt 619 remember customer valuable hard nice someone lugging guitar amp carryons,negative
3206,worst service ever denied access flight moved flight 6 time hard schedule gate next time,negative
3207,im denver bag san jose see something wrong,negative
3208,know bad youre praying connecting flight delayed hour delay first flight,negative
3209,playing hide seek gate cant find minute,negative
3210,flight ord delayed air force one last flight sbn 820 5 min landed,negative
3211,flight really cheap whats catch,neutral
3212,lgjw 7b voluntarily rerouted 1st leg journey economy supposed 8b re agent said shed reserve,neutral
3213,55hrs late flightr still cant figure random text update,negative
3214,stop picking u,negative
3215,booked flight sept get best price april usa checked € 67 cheaper con unhappy customer,negative
3216,big properly manage flight time thing time least prepared gate land,negative
3217,id rather truth flight forced sit day trying get home,negative
3218,leaving soon thanks,positive
3219,another day outbound inbound waiting ewr gate ready ready,negative
3220,cancelled flighted mileage plus award reservation g6455c day yet see mile back despite agent confirmation,negative
3221,partner booked individual reservation flight pr silver share premier privilege somehow,neutral
3222,3 gate change 30 minute flight roanoke flight sou fall ohare painful,negative
3223,nut said flight ground still albany wont plane someone compensating,negative
3224,doumented via link however four month response suggest shall expect one,negative
3225,yall zero concept customer service ohand connection delayed,negative
3226,curious youd board flight without pilot seems crucial flight process,negative
3227,sent dm,neutral
3228,changed crazy,negative
3229,never get flight time 4 hour delay earlier another hour delay connecting flight make 10 straight delay,negative
3230,bc delay oversold 14 passenger mess going compensate,negative
3231,blamed weather lol 78 wind cloud sky delayed way 4x ru kidding charge 15lb w8 delay,negative
3232,worseoh cant delayed reason way lonflight cancelled flighted reason le 2 day returning,negative
3233,flight 48413 gate change top really hoping compensate pointsmileage account,negative
3234,contact others flight cant get website work none info valid,negative
3235,hour stuck still plane total failure partner ensuring best customer experience,negative
3236,line,neutral
3237,silence telling,negative
3238,thanks 2hr delay ground crew landed least didnt break,negative
3239,bought round trip chicago two day agotoday flight half way get discount,neutral
3240,illiterate magic code make customer service site work,negative
3241,worst airline ever staff nasty wifi bag delayed due weather belt broken selling ual stock,negative
3242,star bar,neutral
3243,im confused agent directed u go website delay nothing work,negative
3244,wonderful time flight ogg msn lost rx eyeglass thick admiral club chicago morning found,positive
3245,50 minute waitstill gate broken jetway might miss connection,negative
3246,“ see information boarding process kp ” get group 1amp2 reason 35,negative
3247,bogota wallet fun,neutral
3248,lost wallet flight 1007 yesterday houston bogota filled online form response yet,negative
3249,one hour departure time still update,negative
3250,following see one experiencing noticing substantial downgrade service post merger,negative
3251,40 minute waiting gate broken jetway different gate maybe,negative
3252,never got flight austin houston time connection ever ever,negative
3253,got right safety demonstration corporate funny reserved corny …,positive
3254,sitting tarmac half hour landing jetway broken,negative
3255,look twitter history usual service non existent,negative
3256,thanks reply contact customer care get clarification issue,positive
3257,give couple week thank,neutral
3258,make sure make cancelled flighted flight baggage upgrade fee seem like labyrinth might able swindle,negative
3259,considered time arriving destination half hour late flightr scheduled,negative
3260,thanks trying take money without notice industry cancelled flight service refund issued cont …,negative
3261,direct phone number status match desk really regret flight booking problem,negative
3262,yet disappoint sitting iad ua3728 35hrs cant seem know plane hasnt left albany,negative
3263,still sitting waiting plane 4 hour wasted,negative
3264,thanks help wish phone rep could accomidating,positive
3265,line getting longer moving slower lady working counter great need help,negative
3266,update flight 5979 would great,negative
3267,wasting time baggage claim thanks dfw ground crew checked bag without actually checking space,negative
3268,problem flight ny today,negative
3269,flight heavy fly back palm spring air 30 min,negative
3270,boarding process suck learn,negative
3271,ouch delay due mechanical issue qro wait yall seem falling apart,negative
3272,finger crossed capable getting baggage point agtb united airline,negative
3273,happened afternoon huge amt incoming plane sfo delayed 12 hour frustrating,negative
3274,way impatience partits untruthful proper system place,negative
3275,maybe 1 person working customer service desk houston airport line 3 row deep 1 person working,negative
3276,ill stick united flight thanks though effort much appreciated,positive
3277,survey long fly lot segment ill fill every trip take minute,negative
3278,think hiring baggage attendant ewr waiting bag 1 hr united overchargedampunderserved,negative
3279,fair enough dont usually rant good know someone listening,positive
